#Thu May  1 11:46:41 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               11              11               1               0
               0           88.08            42.8
               1          -34.24           36.46
               2          -50.43            38.1
               3          -135.8           24.25
               4          -72.07           15.85
               5           -40.7           19.29
               6            -3.4            32.8
               7           31.47           16.99
               8          -45.14           10.06
               9          -22.38           25.35
              10           -7.77           17.77
              11           19.11           15.75
              12          -36.91           12.21
              13          -16.82           33.03
              14           19.05           18.41
              15           46.32           13.53
              16          -25.66           18.91
              17          -34.74           13.36
              18          -20.47           59.66
              19           19.76           15.45
              20          -32.65           16.65
              21          -40.74           17.68
              22          -11.93           27.61
              23           19.72           10.31
              24          -41.43           12.73
              25          -23.17           25.49
              26          -9.134            21.7
              27           35.29           10.03
              28          -36.88           12.68
              29          -28.94            42.7
              30          -3.857           16.94
              31           64.94           11.09
              32          -16.99           18.63
              33          -18.78           19.43
              34           10.52           23.11
              35           44.12           20.56
              36          -37.11           12.54
              37          -10.28           23.83
              38           15.48            21.7
              39            50.4           14.88
              40          -35.92           10.95
              41          -13.31           26.59
              42           24.75           22.15
              43              54           16.24
              44          -35.75           20.78
              45          -3.927            34.9
              46            20.2           14.45
              47           59.94           14.64
              48          -17.85           22.83
              49          -40.83           15.07
              50          -11.03           47.26
              51           21.23           14.22
              52          -38.76           15.03
              53          -13.63           20.41
              54          0.6126           25.68
              55           44.14           9.754
              56          -32.84           12.87
              57          -28.54           31.74
              58          -2.518           20.09
              59           51.15           10.13
              60           -39.3           12.97
              61          -32.12           59.08
              62          0.4418           16.21
              63           91.48           12.19
              64          -34.79            19.3
              65          -17.41           10.18
              66           36.62           39.74
              67           28.25           24.92
              68          -48.97           13.64
              69          -7.302           12.05
              70           8.728           28.55
              71           25.76           16.13
              72          -20.12           9.205
              73          -5.552           10.17
              74           16.85           23.31
              75           49.22            16.8
              76          -22.64           11.21
              77          -5.152            9.13
              78           24.71           19.82
              79           86.03           18.02
              80           -43.9           23.68
              81          -39.81            9.19
              82           3.332           33.22
              83           15.59           9.989
              84          -49.92           17.42
              85          -22.78           8.107
              86           7.476            17.8
              87           29.26           8.588
              88          -50.64           12.37
              89           5.469           14.98
              90           20.21           13.64
              91           56.86           12.47
              92          -20.58           10.41
              93          -28.63           27.35
              94           16.19           11.39
              95              86           15.35
              96          -11.52           13.65
              97          -30.69           12.67
              98           22.88           33.62
              99           15.22           22.58
             100          -37.48           13.02
             101          -13.83           13.78
             102           17.38           24.29
             103           48.08           16.18
             104          -41.95           9.437
             105          -11.06           10.78
             106           6.953           23.15
             107           54.55           17.86
             108          -1.538           10.39
             109            17.6           9.833
             110           46.23           23.45
             111           111.3            18.5
             112          -22.82           22.62
             113          -23.22           8.557
             114          -7.548           29.04
             115          0.2623           10.25
             116          -33.33           15.01
             117          -21.32            8.35
             118           20.33           16.26
             119            44.6           8.979
             120          -35.36           10.78
             121          -10.37           15.43
             122           14.81           12.62
             123              47           13.21
             124          -32.06            9.55
             125          -9.498           39.51
             126           36.71           11.59
             127           116.2           17.68
APV               11              11               1               1
               0           77.28           43.76
               1          -56.86           34.88
               2          -33.83           34.46
               3          -136.3           18.67
               4          -83.61           16.27
               5          -57.29           13.82
               6          -17.33           21.06
               7           32.45           12.22
               8          -60.25           11.41
               9          -28.91           15.29
              10           12.03           12.42
              11           44.74            11.7
              12          -64.63           11.51
              13          -31.89           17.95
              14           26.28           12.18
              15           67.68           11.85
              16          -7.061            31.4
              17          -41.93           11.09
              18          -23.22           44.69
              19           5.932           15.18
              20          -39.87           17.21
              21          -50.51           12.89
              22          -6.526           22.69
              23           44.45           11.63
              24          -55.69           13.72
              25          -23.68           13.92
              26           24.14           18.73
              27           62.94            10.9
              28             -53           11.93
              29          -30.43           22.43
              30           22.34           16.28
              31           57.11           11.03
              32          -8.005           21.63
              33          -26.54           13.06
              34          -15.08           13.98
              35           23.58           13.89
              36          -35.62            14.8
              37           -26.5           15.64
              38              10           13.47
              39           44.19           11.19
              40          -42.16           12.23
              41          -42.38            14.6
              42           26.32           14.87
              43           65.97           12.08
              44           -60.7              14
              45          -1.632           15.41
              46           18.75           10.65
              47           69.42           12.08
              48          -15.19           29.84
              49          -30.51            11.3
              50            4.01           35.21
              51           13.81           14.22
              52          -41.91           16.32
              53          -37.88           13.34
              54           11.12           20.93
              55           37.01           11.39
              56          -57.54           13.36
              57          -18.96           16.13
              58           4.317           18.02
              59           66.82           10.39
              60          -39.15           11.53
              61          -35.42           27.68
              62           23.62           14.96
              63           69.49           11.87
              64          -21.85           36.26
              65          -17.01           8.348
              66           15.04           25.75
              67           45.97           16.42
              68          -28.55           15.29
              69          -17.57            9.26
              70           28.36           20.07
              71            58.7           11.86
              72          -37.61           11.11
              73           4.922           8.756
              74           10.07           16.01
              75           63.91            13.2
              76          -25.35           8.762
              77          -41.03            9.46
              78           38.99           14.26
              79           80.24           14.72
              80          -35.48           20.06
              81          -19.99            9.83
              82          -7.399           24.18
              83           34.76           10.36
              84           -44.1           18.38
              85          -11.04           8.117
              86          0.5217              14
              87           20.36           9.011
              88          -63.86           13.24
              89          -17.51           11.35
              90          -5.975           12.44
              91           63.59           11.77
              92          -26.87           10.64
              93          -14.87           19.67
              94           20.62              11
              95           104.9           14.05
              96          -12.03           44.33
              97          -28.34           9.996
              98           16.93           22.21
              99            34.8           14.54
             100          -58.61              16
             101          -15.48            10.4
             102           22.27           17.35
             103            41.3           11.65
             104          -46.27           9.512
             105         -0.9981           9.869
             106           32.58           15.82
             107           67.65           13.72
             108          -23.04           8.382
             109           11.92           9.125
             110           41.07           15.95
             111           110.3           15.51
             112          -1.379           23.12
             113          -20.01           8.987
             114           5.382           21.37
             115           26.11           10.84
             116          -51.02           15.64
             117           -21.6           7.824
             118          -15.09            13.2
             119            46.2           9.279
             120          -32.51           12.05
             121           -10.9           12.09
             122           29.31           11.78
             123           64.96           11.59
             124          -25.56           9.967
             125          -40.28           27.18
             126           38.45            11.3
             127             132           15.21
APV               11              11               1               2
               0           121.2           41.66
               1          -29.15           35.32
               2          -45.74            41.6
               3          -160.4           29.12
               4          -48.25           14.93
               5          -36.14            17.6
               6           -4.57           38.14
               7           7.168           18.14
               8          -24.05           10.85
               9          -16.23           21.07
              10          -6.983            19.9
              11           13.89           15.24
              12          -14.58           12.99
              13          -29.57           22.73
              14           1.638           20.85
              15           30.41           13.52
              16           27.09           18.56
              17          -28.01           10.93
              18             1.1           61.42
              19         -0.0948            16.7
              20          -18.45           16.43
              21          -20.54           14.76
              22          -3.751           29.39
              23          -15.68           10.92
              24          -20.29           12.85
              25          -17.86           17.85
              26          -1.857           23.08
              27           27.47            9.64
              28          -22.99           13.08
              29          -14.47           27.68
              30          -16.71           18.68
              31            44.3           10.32
              32           23.99           18.73
              33          0.7254           17.97
              34           1.076           25.59
              35           2.295           23.84
              36          -3.577           13.64
              37          -13.36            20.7
              38           -13.3           23.48
              39           5.188           15.59
              40          -9.964           11.53
              41           3.374           17.59
              42            6.23           24.98
              43           19.01           15.77
              44           -32.4           21.74
              45          -3.102           19.96
              46          -19.05           16.54
              47              33           13.27
              48           14.43           22.46
              49          -23.27           12.51
              50          -2.879           48.98
              51          0.1516           14.93
              52          -16.48           15.53
              53          -38.64            15.6
              54          -3.793           27.31
              55           2.724           10.14
              56           -11.6           12.67
              57           -32.2           21.94
              58           11.23           21.48
              59           31.87           9.255
              60          -12.41           13.15
              61          -14.21           34.62
              62           5.249            16.8
              63           32.95           10.01
              64           16.84           17.47
              65          -14.88           9.023
              66           18.52           46.58
              67          0.8311           26.78
              68          -10.82           13.08
              69           8.711           13.11
              70          -3.985           33.88
              71           4.247           18.33
              72          -1.991           9.234
              73           7.958           11.23
              74           12.56           25.63
              75           21.31            17.3
              76          -20.57           11.44
              77          -4.908           12.66
              78          -1.475           21.78
              79           58.66           18.39
              80           13.17            22.5
              81           -2.41           9.258
              82              10           35.78
              83          -18.43           10.65
              84           1.138           17.07
              85          -14.78           8.342
              86           10.58           19.22
              87           15.89           8.829
              88          -20.68           11.71
              89          -15.52           16.46
              90          -10.47           15.54
              91           40.75           12.61
              92           15.96           9.836
              93          -2.086           27.98
              94          0.8021           12.46
              95           71.46           15.95
              96          -1.086           13.49
              97          -26.72           13.26
              98           16.34           40.08
              99            -7.9           23.37
             100           1.473           12.34
             101          -11.92           15.12
             102           2.229           28.59
             103           9.609           17.19
             104           -17.7           10.15
             105          -10.32           8.487
             106           4.668           24.18
             107           37.65           17.26
             108          -9.982           11.19
             109           19.35           9.997
             110          -5.376           26.67
             111           84.14           18.59
             112           1.857            21.6
             113          -8.068           8.107
             114          -7.637           31.92
             115          -11.95              11
             116          -7.393           13.91
             117           1.413           9.072
             118           7.594           17.55
             119           18.75           9.274
             120          -15.13           9.911
             121           5.122           16.17
             122          -1.264           13.93
             123           38.71           13.07
             124          -5.248           9.008
             125          -9.949           41.45
             126          -5.013           12.38
             127           105.5           17.05
APV               11              11               1               3
               0           6.261           39.94
               1          -35.38           34.03
               2          -13.26           42.62
               3          -106.4           29.14
               4            -135           16.49
               5          -13.95           19.57
               6          -0.441           36.72
               7           43.16           18.94
               8          -83.11            11.4
               9          -23.86           21.24
              10           20.68           20.15
              11           61.65           18.61
              12          -57.11           14.49
              13          -16.56           21.85
              14           27.72           22.12
              15            75.9           15.83
              16          -98.26           18.75
              17          -32.75           11.92
              18           8.828           64.72
              19            21.3           16.67
              20          -103.8           18.33
              21          -22.22           15.98
              22           15.74            31.3
              23           52.97           10.63
              24          -74.17           13.75
              25          -27.59           18.49
              26           6.918           23.37
              27           56.52           10.88
              28          -46.84           13.59
              29          -14.28           30.28
              30           37.74           17.83
              31            69.8           12.39
              32          -97.68           18.94
              33          -14.47           19.95
              34           5.729           26.62
              35           52.66           24.76
              36          -93.61           15.19
              37          -30.88            22.9
              38           20.18           22.89
              39           43.81            16.1
              40          -69.55            12.5
              41           1.883           18.57
              42           24.91           25.23
              43           77.53           19.42
              44          -50.07           23.57
              45           2.885           16.79
              46           31.06           17.63
