#Thu May  1 11:31:27 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               11              11               1               0
               0           80.19           43.11
               1          -38.06           36.91
               2             -46           40.37
               3          -132.9           26.69
               4          -79.62           15.58
               5          -41.43           19.59
               6           1.343           37.87
               7            33.1           17.47
               8          -49.64           10.23
               9          -19.38           25.32
              10          -3.579           19.13
              11            19.3           15.81
              12          -41.34            12.7
              13          -9.091           32.06
              14           23.21              20
              15           44.39           12.97
              16          -30.27           20.04
              17          -37.62           12.95
              18          -16.23            66.4
              19           22.31           16.83
              20          -39.38           17.05
              21          -40.27           17.25
              22          -7.025           29.31
              23            21.2           11.14
              24          -45.29           13.43
              25          -18.51           25.36
              26          -5.201           23.24
              27           35.79           10.51
              28           -40.6           12.87
              29          -20.41           43.48
              30          0.0816           18.35
              31           63.12           10.82
              32          -22.65           19.73
              33          -21.51           20.06
              34           15.44           26.14
              35           46.16           21.85
              36          -42.66           13.43
              37          -8.847           24.18
              38           20.64           24.41
              39           51.05           14.68
              40          -42.35           11.14
              41          -7.857           25.55
              42           28.93           24.33
              43           52.66           16.15
              44          -39.56           21.93
              45            6.76           31.92
              46           23.96           14.93
              47           56.12           13.72
              48          -22.03           25.04
              49          -42.58           14.79
              50          -7.719           50.97
              51           23.44           15.52
              52          -43.84           16.31
              53          -11.19           19.99
              54           4.804           27.35
              55           44.81           10.77
              56          -36.38            13.1
              57           -22.3            31.9
              58           1.263           21.58
              59           50.26           10.56
              60          -41.87           12.99
              61          -21.84           61.37
              62           4.246           17.58
              63           87.06           12.12
              64          -41.33           19.22
              65          -17.02           9.955
              66           36.55           45.92
              67            27.4           27.48
              68           -51.3           14.23
              69          -5.464           11.96
              70           8.316           32.74
              71            24.2           16.44
              72          -18.65           9.676
              73          -4.062           10.07
              74           15.92           26.06
              75           46.57           16.96
              76          -21.27           11.37
              77          -4.183           8.961
              78           23.93           21.49
              79           81.91           17.62
              80           -48.4           25.63
              81          -37.37           9.652
              82           2.167           36.21
              83           14.72           10.92
              84          -51.38           18.81
              85           -20.9           7.919
              86           6.697           19.26
              87           27.79           8.771
              88          -48.69           13.81
              89           5.995           15.72
              90           19.46           14.78
              91           54.55           12.63
              92          -18.46           11.16
              93          -29.03           29.11
              94           15.08           12.25
              95           81.84           14.83
              96          -13.49           14.57
              97          -28.96           12.87
              98           22.32           38.61
              99           14.49           24.55
             100          -37.92           13.85
             101          -11.86           13.97
             102            16.7           26.93
             103           46.22           16.07
             104          -40.09           9.373
             105          -9.397           11.52
             106           5.898           25.69
             107            50.8           17.66
             108          0.2999           10.42
             109           18.09           10.16
             110           45.49           25.94
             111           106.6           18.12
             112          -25.09           24.82
             113          -20.93           8.704
             114          -8.826           31.74
             115         -0.9729           11.59
             116          -32.58           16.31
             117          -19.55            7.98
             118           19.23           17.68
             119           42.71           9.193
             120          -32.94            11.7
             121          -10.13           16.14
             122           14.36           13.65
             123           44.61           13.25
             124           -29.5           10.12
             125          -10.34           42.97
             126           35.49           12.64
             127           110.7           16.92
APV               11              11               1               1
               0            73.7           44.75
               1          -55.88           34.85
               2          -32.04           34.71
               3          -134.3           18.99
               4           -85.8           16.57
               5          -55.92           13.95
               6          -15.21           22.86
               7            33.5           11.76
               8          -59.49           11.71
               9          -27.49           15.83
              10            14.3           12.26
              11           45.16           11.25
              12          -63.83           11.39
              13          -31.39           18.86
              14           28.72           12.17
              15           66.83            11.4
              16          -7.666           34.97
              17           -40.3           11.03
              18          -21.86           48.66
              19           7.911           16.63
              20          -40.61           17.97
              21          -48.74           12.52
              22          -3.473           24.81
              23           45.69           12.68
              24          -54.32           14.38
              25          -22.91            14.1
              26           26.75           20.34
              27           63.39            11.3
              28          -51.54           12.05
              29          -29.63           23.73
              30           24.98           18.19
              31           56.07           11.16
              32          -9.396           23.51
              33          -24.87            13.2
              34          -12.71           14.59
              35           25.19            13.8
              36          -35.93           15.52
              37          -25.16           16.06
              38           12.65           14.06
              39           44.72           10.86
              40          -42.33           12.21
              41          -41.17           14.75
              42           28.98           15.02
              43           64.79           11.59
              44          -59.22            14.3
              45         -0.7935           15.66
              46           21.36           10.32
              47           67.04           11.96
              48          -15.92           32.91
              49          -29.04           11.02
              50           6.062           38.31
              51           16.18           15.55
              52          -41.14           17.41
              53          -36.45           13.14
              54           13.68           22.92
              55           37.49           12.42
              56          -55.69           13.71
              57          -18.25            16.8
              58           6.748           19.76
              59           66.85           10.87
              60          -37.49           11.55
              61          -35.03           30.12
              62           26.21           16.78
              63           66.85           12.31
              64          -24.29           40.31
              65           -17.9           8.362
              66           13.47           29.28
              67           45.35           17.52
              68          -30.27           16.22
              69          -17.97           9.306
              70           27.56           22.43
              71           57.63           11.72
              72          -37.57           11.98
              73           4.522            8.96
              74           9.342            17.6
              75           62.61           13.04
