!
!      0.127738287     -1.79920993     0.466665682               0 00000
!     -0.127614315      1.79826695    -0.465875628               0 00000
 ---------------------------------------------------------------------
      0.280230451   -0.0538251659    0.0359546155     0.667153399 10000
       -1.4248651     0.091046006   -0.0366128689    -0.265706749 01000
    0.00611664514    -0.737861875     0.303731552  -0.00128007291 00100
    -0.0596730888       1.2821898     -1.93220784   -0.0894340584 00010
      -0.64158148      0.06565927    -0.081343739     -1.95819072 20000
       3.74537836    -0.206663935     0.459841304      14.5254699 11000
      -2.73000408     -2.58790262     0.320384726     -14.7683128 02000
    -0.0624507788      3.91947181    -0.775277213     -0.67421213 10100
      0.224244416     -2.01298951     0.696118819       1.6860641 01100
    -0.0138126138   -0.0885646102    0.0700983492     -1.06471281 00200
    -0.0428650608     -41.6701423       8.0684457     -0.38616236 10010
      0.851097698      23.8366944     -5.50763699      2.63422556 01010
      0.269129112     0.581394709    -0.832385434      1.82692667 00110
      -1.29411796      0.59547533      1.86670946      2.16863555 00020
       3.22683597    -0.254721053     0.128198296      6.95241266 30000
      -28.9005895      1.49590889    -0.893080145     -71.1762972 21000
       73.3528969        6.011336     -2.47021084      218.345425 12000
      -43.7722192     -20.0275995      7.02880484     -149.452012 03000
      0.156217101     -25.1998186      4.64534082    -0.131920908 20100
      -1.77494058      168.597389      -30.344401      31.2372059 11100
     0.0359258654     -245.819919      41.9029569     -101.143387 02100
      0.119691682      1.91555674     -1.27169959      10.8913494 10200
      -1.34648732      2.83762994    -0.494956599    -0.267031569 01200
     -0.258193584        6.285174     -0.91117164    -0.170683087 00300
     -0.274324363      261.005989      -48.630053     -16.8303129 20010
       5.41187333     -1728.81618       327.75069     -67.3108236 11010
       8.92687406      2705.04941     -530.908582      322.020556 02010
        -6.449061     -13.4156445      10.6057502     -182.352086 10110
       38.6677995      -94.169111      19.6376235      240.872342 01110
        4.0030981     -26.8272928      11.4474104     -5.74748554 00210
       63.5056467      71.6359375     -50.7031456      460.460434 10020
      -327.139504      316.088074       -76.30593      -1535.5001 01020
      -18.0394939     -232.075805     -18.6113169      3.60570705 00120
       32.7853486      1419.56828     -78.7202678      60.5709952 00030
      -8.53505073     -5.83501554      2.33182527     -14.2826759 40000
       102.282308      63.2504237     -23.1580155      186.845598 31000
      -372.120286     -152.722207      52.6269295     -800.174844 22000
       376.807347     -223.363084      49.1077212      1214.13639 13000
       85.9486181      1108.36045     -284.208842     -234.780373 04000
      0.850978842      54.8283324     -17.0600045      15.1818966 30100
       10.1674545     -441.778768      124.289461     -283.774899 21100
      -48.6427446      684.909448     -240.396281      1247.01195 12100
       25.1114133      810.203612     -19.1977523     -1071.09369 03100
      -1.85906389      -26.204294     -7.32467092     -28.4648732 20200
       17.1762054      2.58299461      71.4877459      76.3825835 11200
      -57.2902383      67.1507292     -111.280876     -33.7632646 02200
